aircraftId|airlineId|airlineCode|aircraftModel|aircraftStatus
PY0012|AL0178|PY|Airbus A310|ACTIVE
PY0013|AL0178|PY|Boeing 747|INACTIVE
PY0014|AL0178|PY|Boeing 787|ACTIVE
PY0015|AL0178|PY|Boeing 737|ACTIVE
PY0016|AL0178|PY|Airbus A380|INACTIVE
PY0017|AL0178|PY|Boeing 787|ACTIVE
PY0018|AL0178|PY|Boeing 707|ACTIVE
PY0019|AL0178|PY|Airbus A319|INACTIVE
PY0020|AL0178|PY|Airbus A318|ACTIVE
PY0021|AL0178|PY|Boeing 767|ACTIVE
PY0022|AL0178|PY|Boeing 777|ACTIVE
PY0023|AL0178|PY|Boeing 717|ACTIVE
PY0024|AL0178|PY|Airbus A330|ACTIVE
PY0025|AL0178|PY|Airbus A330|ACTIVE
PY0026|AL0178|PY|Boeing 777|ACTIVE
PY0027|AL0178|PY|Boeing 727|ACTIVE
PY0028|AL0178|PY|Boeing 747|ACTIVE
PY0029|AL0178|PY|Airbus A380|INACTIVE
PY0030|AL0178|PY|Airbus A320|ACTIVE
PY0031|AL0178|PY|Airbus A321|INACTIVE
PY0032|AL0178|PY|Boeing 737|INACTIVE
PY0033|AL0178|PY|Airbus A380|ACTIVE
PY0034|AL0178|PY|Airbus A300|ACTIVE
PY0035|AL0178|PY|Boeing 767|ACTIVE
PY0036|AL0178|PY|Airbus A300|ACTIVE
PY0037|AL0178|PY|Boeing 707|INACTIVE
PY0038|AL0178|PY|Airbus A319|INACTIVE
PY0039|AL0178|PY|Airbus A319|ACTIVE
PY0040|AL0178|PY|Boeing 747|ACTIVE
PY0041|AL0178|PY|Airbus A380|INACTIVE
PY0042|AL0178|PY|Airbus A320|ACTIVE
PY0043|AL0178|PY|Airbus A321|ACTIVE
PY0044|AL0178|PY|Airbus A318|INACTIVE
PY0045|AL0178|PY|Airbus A300|ACTIVE
PY0046|AL0178|PY|Boeing 757|INACTIVE
PY0047|AL0178|PY|Airbus A300|ACTIVE
PY0048|AL0178|PY|Boeing 767|ACTIVE
PY0049|AL0178|PY|Boeing 757|ACTIVE
PY0050|AL0178|PY|Boeing 747|ACTIVE
PY0051|AL0178|PY|Boeing 747|ACTIVE
PY0052|AL0178|PY|Boeing 737|ACTIVE
PY0053|AL0178|PY|Boeing 757|ACTIVE
PY0054|AL0178|PY|Airbus A321|ACTIVE
PY0055|AL0178|PY|Airbus A340|INACTIVE
PY0056|AL0178|PY|Boeing 717|ACTIVE
PY0057|AL0178|PY|Airbus A320|ACTIVE
PY0058|AL0178|PY|Airbus A319|INACTIVE
PY0059|AL0178|PY|Airbus A340|INACTIVE
PY0060|AL0178|PY|Airbus A310|ACTIVE
PY0061|AL0178|PY|Airbus A330|INACTIVE
PY0062|AL0178|PY|Boeing 777|ACTIVE
PY0063|AL0178|PY|Boeing 767|ACTIVE
PY0064|AL0178|PY|Airbus A321|ACTIVE
PY0065|AL0178|PY|Airbus A330|ACTIVE
PY0066|AL0178|PY|Airbus A318|ACTIVE
PY0067|AL0178|PY|Airbus A380|INACTIVE
PY0068|AL0178|PY|Airbus A330|ACTIVE
PY0069|AL0178|PY|Boeing 717|ACTIVE
PY0070|AL0178|PY|Boeing 787|ACTIVE
PY0071|AL0178|PY|Boeing 737|INACTIVE
PY0072|AL0178|PY|Boeing 757|ACTIVE
PY0073|AL0178|PY|Boeing 757|ACTIVE
PY0074|AL0178|PY|Airbus A300|INACTIVE
PY0075|AL0178|PY|Boeing 767|ACTIVE
PY0076|AL0178|PY|Boeing 777|ACTIVE
PY0077|AL0178|PY|Airbus A310|ACTIVE
PY0078|AL0178|PY|Airbus A340|ACTIVE
PY0079|AL0178|PY|Airbus A300|ACTIVE
PY0080|AL0178|PY|Boeing 757|ACTIVE
PY0081|AL0178|PY|Airbus A380|ACTIVE
PY0082|AL0178|PY|Airbus A380|INACTIVE
PY0083|AL0178|PY|Boeing 787|INACTIVE
PY0084|AL0178|PY|Airbus A319|ACTIVE
PY0085|AL0178|PY|Airbus A350 XWB|INACTIVE
PY0086|AL0178|PY|Boeing 787|ACTIVE
PY0087|AL0178|PY|Airbus A350 XWB|ACTIVE
PY0088|AL0178|PY|Airbus A310|INACTIVE
PY0089|AL0178|PY|Boeing 707|ACTIVE
PY0090|AL0178|PY|Boeing 767|ACTIVE
PY0091|AL0178|PY|Airbus A350 XWB|INACTIVE
PY0092|AL0178|PY|Airbus A310|INACTIVE
PY0093|AL0178|PY|Boeing 727|ACTIVE
PY0094|AL0178|PY|Airbus A340|ACTIVE
PY0095|AL0178|PY|Airbus A340|ACTIVE
PY0096|AL0178|PY|Boeing 757|ACTIVE
PY0097|AL0178|PY|Airbus A318|INACTIVE
PY0098|AL0178|PY|Boeing 777|ACTIVE
PY0099|AL0178|PY|Boeing 717|ACTIVE
PY0100|AL0178|PY|Airbus A340|ACTIVE
PY0101|AL0178|PY|Boeing 707|ACTIVE
PY0102|AL0178|PY|Boeing 757|ACTIVE
PY0103|AL0178|PY|Boeing 787|INACTIVE
PY0104|AL0178|PY|Airbus A310|INACTIVE
PY0105|AL0178|PY|Boeing 707|ACTIVE
PY0106|AL0178|PY|Boeing 727|ACTIVE
PY0107|AL0178|PY|Airbus A380|ACTIVE
PY0108|AL0178|PY|Boeing 787|ACTIVE
PY0109|AL0178|PY|Airbus A318|INACTIVE
PY0110|AL0178|PY|Airbus A330|ACTIVE
PY0111|AL0178|PY|Airbus A340|ACTIVE
PY0112|AL0178|PY|Boeing 757|INACTIVE
PY0113|AL0178|PY|Airbus A350 XWB|INACTIVE
PY0114|AL0178|PY|Boeing 767|ACTIVE
PY0115|AL0178|PY|Airbus A340|INACTIVE
PY0116|AL0178|PY|Boeing 777|INACTIVE
PY0117|AL0178|PY|Boeing 767|ACTIVE
PY0118|AL0178|PY|Boeing 747|INACTIVE
PY0119|AL0178|PY|Airbus A380|ACTIVE
PY0120|AL0178|PY|Airbus A320|ACTIVE
PY0121|AL0178|PY|Boeing 767|ACTIVE
PY0122|AL0178|PY|Boeing 727|ACTIVE
PY0123|AL0178|PY|Boeing 747|ACTIVE
PY0124|AL0178|PY|Boeing 737|ACTIVE
PY0125|AL0178|PY|Boeing 737|INACTIVE
PY0126|AL0178|PY|Boeing 757|ACTIVE
PY0127|AL0178|PY|Airbus A321|INACTIVE
PY0128|AL0178|PY|Airbus A310|INACTIVE
PY0129|AL0178|PY|Boeing 777|ACTIVE
PY0130|AL0178|PY|Airbus A310|INACTIVE
PY0131|AL0178|PY|Airbus A300|INACTIVE
PY0132|AL0178|PY|Airbus A318|ACTIVE
PY0133|AL0178|PY|Boeing 747|INACTIVE
PY0134|AL0178|PY|Airbus A330|ACTIVE
PY0135|AL0178|PY|Boeing 777|ACTIVE
PY0136|AL0178|PY|Boeing 777|ACTIVE
PY0137|AL0178|PY|Boeing 737|INACTIVE
PY0138|AL0178|PY|Boeing 727|ACTIVE
PY0139|AL0178|PY|Airbus A330|INACTIVE
PY0140|AL0178|PY|Airbus A319|ACTIVE
PY0141|AL0178|PY|Boeing 757|ACTIVE
PY0142|AL0178|PY|Boeing 717|INACTIVE
PY0143|AL0178|PY|Airbus A330|INACTIVE
PY0144|AL0178|PY|Airbus A310|ACTIVE
PY0145|AL0178|PY|Airbus A321|ACTIVE
PY0146|AL0178|PY|Airbus A319|INACTIVE
PY0147|AL0178|PY|Airbus A350 XWB|ACTIVE
PY0148|AL0178|PY|Boeing 707|INACTIVE
PY0149|AL0178|PY|Boeing 747|ACTIVE
PY0150|AL0178|PY|Boeing 787|ACTIVE
PY0151|AL0178|PY|Airbus A340|INACTIVE
PY0152|AL0178|PY|Airbus A321|ACTIVE
PY0153|AL0178|PY|Airbus A340|ACTIVE
PY0154|AL0178|PY|Boeing 727|ACTIVE
PY0155|AL0178|PY|Boeing 717|INACTIVE
PY0156|AL0178|PY|Airbus A380|ACTIVE
PY0157|AL0178|PY|Boeing 747|INACTIVE
PY0158|AL0178|PY|Boeing 767|ACTIVE
PY0159|AL0178|PY|Airbus A330|ACTIVE
PY0160|AL0178|PY|Boeing 717|ACTIVE
PY0161|AL0178|PY|Boeing 707|ACTIVE
PY0162|AL0178|PY|Boeing 757|ACTIVE
PY0163|AL0178|PY|Airbus A321|INACTIVE
PY0164|AL0178|PY|Boeing 737|INACTIVE
PY0165|AL0178|PY|Boeing 767|ACTIVE
PY0166|AL0178|PY|Airbus A321|ACTIVE
PY0167|AL0178|PY|Airbus A380|ACTIVE
PY0168|AL0178|PY|Boeing 757|ACTIVE
PY0169|AL0178|PY|Airbus A380|INACTIVE
PY0170|AL0178|PY|Airbus A318|INACTIVE
PY0171|AL0178|PY|Boeing 767|ACTIVE
PY0172|AL0178|PY|Airbus A321|ACTIVE
PY0173|AL0178|PY|Boeing 707|INACTIVE
PY0174|AL0178|PY|Airbus A310|ACTIVE
PY0175|AL0178|PY|Airbus A320|ACTIVE
PY0176|AL0178|PY|Airbus A320|ACTIVE
PY0177|AL0178|PY|Boeing 737|ACTIVE
PY0178|AL0178|PY|Boeing 737|ACTIVE
PY0179|AL0178|PY|Boeing 707|ACTIVE
PY0180|AL0178|PY|Boeing 767|ACTIVE
PY0181|AL0178|PY|Airbus A321|ACTIVE
PY0182|AL0178|PY|Boeing 717|ACTIVE
PY0183|AL0178|PY|Airbus A321|ACTIVE
PY0184|AL0178|PY|Boeing 707|INACTIVE
PY0185|AL0178|PY|Boeing 707|ACTIVE
PY0186|AL0178|PY|Airbus A310|ACTIVE
PY0187|AL0178|PY|Airbus A319|INACTIVE
PY0188|AL0178|PY|Boeing 737|ACTIVE
PY0189|AL0178|PY|Boeing 747|ACTIVE
PY0190|AL0178|PY|Boeing 767|ACTIVE
PY0191|AL0178|PY|Airbus A340|INACTIVE
PY0192|AL0178|PY|Airbus A340|ACTIVE
PY0193|AL0178|PY|Airbus A380|ACTIVE
PY0194|AL0178|PY|Airbus A380|ACTIVE
PY0195|AL0178|PY|Boeing 767|ACTIVE
PY0196|AL0178|PY|Airbus A330|ACTIVE
PY0197|AL0178|PY|Boeing 777|ACTIVE
PY0198|AL0178|PY|Boeing 777|ACTIVE
PY0199|AL0178|PY|Boeing 707|INACTIVE
PY0200|AL0178|PY|Airbus A300|INACTIVE
PY0201|AL0178|PY|Airbus A330|ACTIVE
PY0202|AL0178|PY|Boeing 767|ACTIVE
PY0203|AL0178|PY|Airbus A320|ACTIVE
PY0204|AL0178|PY|Airbus A350 XWB|ACTIVE
PY0205|AL0178|PY|Boeing 747|ACTIVE
PY0206|AL0178|PY|Airbus A300|ACTIVE
PY0207|AL0178|PY|Airbus A330|ACTIVE
PY0208|AL0178|PY|Airbus A340|ACTIVE
PY0209|AL0178|PY|Boeing 737|INACTIVE
PY0210|AL0178|PY|Boeing 757|ACTIVE
PY0211|AL0178|PY|Airbus A340|INACTIVE
PY0212|AL0178|PY|Boeing 727|ACTIVE
PY0213|AL0178|PY|Airbus A310|ACTIVE
PY0214|AL0178|PY|Airbus A310|INACTIVE
PY0215|AL0178|PY|Airbus A310|ACTIVE
PY0216|AL0178|PY|Airbus A318|ACTIVE
PY0217|AL0178|PY|Boeing 777|ACTIVE
PY0218|AL0178|PY|Airbus A320|INACTIVE
PY0219|AL0178|PY|Airbus A318|ACTIVE
PY0220|AL0178|PY|Boeing 777|INACTIVE
PY0221|AL0178|PY|Airbus A330|INACTIVE
PY0222|AL0178|PY|Airbus A300|ACTIVE
PY0223|AL0178|PY|Airbus A380|INACTIVE
PY0224|AL0178|PY|Airbus A330|INACTIVE
PY0225|AL0178|PY|Airbus A380|ACTIVE
PY0226|AL0178|PY|Airbus A320|ACTIVE
PY0227|AL0178|PY|Airbus A350 XWB|INACTIVE
PY0228|AL0178|PY|Airbus A319|ACTIVE
PY0229|AL0178|PY|Boeing 727|ACTIVE
PY0230|AL0178|PY|Boeing 717|INACTIVE
PY0231|AL0178|PY|Boeing 717|ACTIVE
PY0232|AL0178|PY|Airbus A300|ACTIVE
PY0233|AL0178|PY|Boeing 707|ACTIVE
PY0234|AL0178|PY|Airbus A319|ACTIVE
PY0235|AL0178|PY|Airbus A320|ACTIVE
PY0236|AL0178|PY|Boeing 727|INACTIVE
PY0237|AL0178|PY|Airbus A320|ACTIVE
PY0238|AL0178|PY|Airbus A320|INACTIVE
PY0239|AL0178|PY|Boeing 777|INACTIVE
PY0240|AL0178|PY|Airbus A340|ACTIVE
PY0241|AL0178|PY|Airbus A319|ACTIVE
PY0242|AL0178|PY|Boeing 737|ACTIVE
PY0243|AL0178|PY|Airbus A380|ACTIVE
PY0244|AL0178|PY|Boeing 717|INACTIVE
PY0245|AL0178|PY|Boeing 757|INACTIVE
PY0246|AL0178|PY|Airbus A380|ACTIVE
LX0000|AL0179|LX|Airbus A321|ACTIVE
LX0001|AL0179|LX|Boeing 747|ACTIVE
LX0002|AL0179|LX|Airbus A321|INACTIVE
LX0003|AL0179|LX|Airbus A340|ACTIVE
LX0004|AL0179|LX|Boeing 757|INACTIVE
LX0005|AL0179|LX|Boeing 737|ACTIVE
LX0006|AL0179|LX|Boeing 737|ACTIVE
LX0007|AL0179|LX|Airbus A319|ACTIVE
LX0008|AL0179|LX|Airbus A321|INACTIVE
LX0009|AL0179|LX|Boeing 717|ACTIVE
LX0010|AL0179|LX|Airbus A319|ACTIVE
LX0011|AL0179|LX|Airbus A320|ACTIVE
LX0012|AL0179|LX|Airbus A330|ACTIVE
LX0013|AL0179|LX|Boeing 787|INACTIVE
LX0014|AL0179|LX|Airbus A321|INACTIVE
LX0015|AL0179|LX|Airbus A319|ACTIVE
LX0016|AL0179|LX|Airbus A321|ACTIVE
LX0017|AL0179|LX|Boeing 747|INACTIVE
LX0018|AL0179|LX|Airbus A330|ACTIVE
LX0019|AL0179|LX|Airbus A318|INACTIVE
LX0020|AL0179|LX|Airbus A321|INACTIVE
LX0021|AL0179|LX|Airbus A310|ACTIVE
LX0022|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0023|AL0179|LX|Boeing 737|INACTIVE
LX0024|AL0179|LX|Boeing 757|ACTIVE
LX0025|AL0179|LX|Airbus A350 XWB|INACTIVE
LX0026|AL0179|LX|Airbus A380|ACTIVE
LX0027|AL0179|LX|Boeing 717|ACTIVE
LX0028|AL0179|LX|Boeing 777|ACTIVE
LX0029|AL0179|LX|Airbus A380|ACTIVE
LX0030|AL0179|LX|Airbus A330|ACTIVE
LX0031|AL0179|LX|Airbus A300|INACTIVE
LX0032|AL0179|LX|Boeing 737|INACTIVE
LX0033|AL0179|LX|Airbus A318|ACTIVE
LX0034|AL0179|LX|Boeing 777|ACTIVE
LX0035|AL0179|LX|Airbus A300|INACTIVE
LX0036|AL0179|LX|Boeing 787|ACTIVE
LX0037|AL0179|LX|Boeing 727|INACTIVE
LX0038|AL0179|LX|Airbus A380|ACTIVE
LX0039|AL0179|LX|Airbus A300|ACTIVE
LX0040|AL0179|LX|Boeing 707|ACTIVE
LX0041|AL0179|LX|Airbus A310|INACTIVE
LX0042|AL0179|LX|Airbus A310|ACTIVE
LX0043|AL0179|LX|Boeing 777|ACTIVE
LX0044|AL0179|LX|Airbus A318|INACTIVE
LX0045|AL0179|LX|Airbus A310|ACTIVE
LX0046|AL0179|LX|Airbus A340|ACTIVE
LX0047|AL0179|LX|Airbus A340|INACTIVE
LX0048|AL0179|LX|Airbus A380|ACTIVE
LX0049|AL0179|LX|Airbus A319|INACTIVE
LX0050|AL0179|LX|Boeing 747|ACTIVE
LX0051|AL0179|LX|Boeing 707|ACTIVE
LX0052|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0053|AL0179|LX|Boeing 787|ACTIVE
LX0054|AL0179|LX|Airbus A340|ACTIVE
LX0055|AL0179|LX|Boeing 757|INACTIVE
LX0056|AL0179|LX|Airbus A330|INACTIVE
LX0057|AL0179|LX|Boeing 787|ACTIVE
LX0058|AL0179|LX|Boeing 707|ACTIVE
LX0059|AL0179|LX|Airbus A310|ACTIVE
LX0060|AL0179|LX|Airbus A340|ACTIVE
LX0061|AL0179|LX|Boeing 747|INACTIVE
LX0062|AL0179|LX|Boeing 777|INACTIVE
LX0063|AL0179|LX|Airbus A318|ACTIVE
LX0064|AL0179|LX|Boeing 787|ACTIVE
LX0065|AL0179|LX|Boeing 717|INACTIVE
LX0066|AL0179|LX|Airbus A318|ACTIVE
LX0067|AL0179|LX|Boeing 757|INACTIVE
LX0068|AL0179|LX|Boeing 717|INACTIVE
LX0069|AL0179|LX|Airbus A310|ACTIVE
LX0070|AL0179|LX|Airbus A340|ACTIVE
LX0071|AL0179|LX|Boeing 757|INACTIVE
LX0072|AL0179|LX|Airbus A319|ACTIVE
LX0073|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0074|AL0179|LX|Airbus A310|INACTIVE
LX0075|AL0179|LX|Boeing 747|ACTIVE
LX0076|AL0179|LX|Airbus A310|INACTIVE
LX0077|AL0179|LX|Airbus A321|INACTIVE
LX0078|AL0179|LX|Airbus A318|ACTIVE
LX0079|AL0179|LX|Airbus A320|ACTIVE
LX0080|AL0179|LX|Airbus A350 XWB|INACTIVE
LX0081|AL0179|LX|Boeing 767|ACTIVE
LX0082|AL0179|LX|Boeing 727|ACTIVE
LX0083|AL0179|LX|Boeing 747|ACTIVE
LX0084|AL0179|LX|Airbus A330|ACTIVE
LX0085|AL0179|LX|Airbus A300|INACTIVE
LX0086|AL0179|LX|Airbus A340|ACTIVE
LX0087|AL0179|LX|Boeing 707|ACTIVE
LX0088|AL0179|LX|Airbus A340|INACTIVE
LX0089|AL0179|LX|Airbus A330|ACTIVE
LX0090|AL0179|LX|Boeing 787|ACTIVE
LX0091|AL0179|LX|Boeing 787|ACTIVE
LX0092|AL0179|LX|Airbus A350 XWB|INACTIVE
LX0093|AL0179|LX|Boeing 727|ACTIVE
LX0094|AL0179|LX|Airbus A340|ACTIVE
LX0095|AL0179|LX|Boeing 717|INACTIVE
LX0096|AL0179|LX|Airbus A340|ACTIVE
LX0097|AL0179|LX|Boeing 707|ACTIVE
LX0098|AL0179|LX|Airbus A320|ACTIVE
LX0099|AL0179|LX|Boeing 747|ACTIVE
LX0100|AL0179|LX|Boeing 787|ACTIVE
LX0101|AL0179|LX|Airbus A380|INACTIVE
LX0102|AL0179|LX|Airbus A321|ACTIVE
LX0103|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0104|AL0179|LX|Airbus A319|ACTIVE
LX0105|AL0179|LX|Airbus A310|ACTIVE
LX0106|AL0179|LX|Airbus A340|ACTIVE
LX0107|AL0179|LX|Airbus A300|ACTIVE
LX0108|AL0179|LX|Airbus A380|ACTIVE
LX0109|AL0179|LX|Airbus A300|ACTIVE
LX0110|AL0179|LX|Airbus A330|ACTIVE
LX0111|AL0179|LX|Airbus A320|ACTIVE
LX0112|AL0179|LX|Boeing 737|ACTIVE
LX0113|AL0179|LX|Boeing 737|ACTIVE
LX0114|AL0179|LX|Boeing 747|ACTIVE
LX0115|AL0179|LX|Airbus A350 XWB|INACTIVE
LX0116|AL0179|LX|Boeing 757|INACTIVE
LX0117|AL0179|LX|Airbus A321|ACTIVE
LX0118|AL0179|LX|Airbus A318|ACTIVE
LX0119|AL0179|LX|Boeing 707|INACTIVE
LX0120|AL0179|LX|Airbus A330|ACTIVE
LX0121|AL0179|LX|Airbus A318|INACTIVE
LX0122|AL0179|LX|Airbus A321|ACTIVE
LX0123|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0124|AL0179|LX|Boeing 757|INACTIVE
LX0125|AL0179|LX|Boeing 727|INACTIVE
LX0126|AL0179|LX|Boeing 767|ACTIVE
LX0127|AL0179|LX|Airbus A330|ACTIVE
LX0128|AL0179|LX|Boeing 777|ACTIVE
LX0129|AL0179|LX|Airbus A330|ACTIVE
LX0130|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0131|AL0179|LX|Airbus A320|ACTIVE
LX0132|AL0179|LX|Airbus A321|ACTIVE
LX0133|AL0179|LX|Airbus A321|ACTIVE
LX0134|AL0179|LX|Airbus A319|INACTIVE
LX0135|AL0179|LX|Airbus A310|ACTIVE
LX0136|AL0179|LX|Airbus A330|INACTIVE
LX0137|AL0179|LX|Airbus A310|ACTIVE
LX0138|AL0179|LX|Airbus A318|ACTIVE
LX0139|AL0179|LX|Airbus A380|ACTIVE
LX0140|AL0179|LX|Airbus A318|ACTIVE
LX0141|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0142|AL0179|LX|Airbus A321|INACTIVE
LX0143|AL0179|LX|Boeing 737|INACTIVE
LX0144|AL0179|LX|Airbus A330|ACTIVE
LX0145|AL0179|LX|Airbus A318|INACTIVE
LX0146|AL0179|LX|Boeing 777|ACTIVE
LX0147|AL0179|LX|Boeing 717|ACTIVE
LX0148|AL0179|LX|Boeing 717|INACTIVE
LX0149|AL0179|LX|Boeing 777|ACTIVE
LX0150|AL0179|LX|Airbus A310|ACTIVE
LX0151|AL0179|LX|Airbus A320|INACTIVE
LX0152|AL0179|LX|Airbus A380|INACTIVE
LX0153|AL0179|LX|Airbus A330|ACTIVE
LX0154|AL0179|LX|Boeing 717|ACTIVE
LX0155|AL0179|LX|Airbus A330|INACTIVE
LX0156|AL0179|LX|Boeing 717|ACTIVE
LX0157|AL0179|LX|Boeing 777|INACTIVE
LX0158|AL0179|LX|Airbus A310|INACTIVE
LX0159|AL0179|LX|Airbus A330|ACTIVE
LX0160|AL0179|LX|Boeing 767|INACTIVE
LX0161|AL0179|LX|Boeing 717|INACTIVE
LX0162|AL0179|LX|Boeing 727|ACTIVE
LX0163|AL0179|LX|Boeing 787|ACTIVE
LX0164|AL0179|LX|Boeing 787|INACTIVE
LX0165|AL0179|LX|Airbus A319|ACTIVE
LX0166|AL0179|LX|Boeing 727|ACTIVE
LX0167|AL0179|LX|Airbus A319|ACTIVE
LX0168|AL0179|LX|Airbus A318|ACTIVE
LX0169|AL0179|LX|Airbus A330|INACTIVE
LX0170|AL0179|LX|Airbus A310|ACTIVE
LX0171|AL0179|LX|Airbus A318|ACTIVE
LX0172|AL0179|LX|Airbus A340|ACTIVE
LX0173|AL0179|LX|Airbus A350 XWB|INACTIVE
LX0174|AL0179|LX|Airbus A330|ACTIVE
LX0175|AL0179|LX|Airbus A380|ACTIVE
LX0176|AL0179|LX|Airbus A310|INACTIVE
LX0177|AL0179|LX|Boeing 787|ACTIVE
LX0178|AL0179|LX|Airbus A340|INACTIVE
LX0179|AL0179|LX|Boeing 737|INACTIVE
LX0180|AL0179|LX|Boeing 747|ACTIVE
LX0181|AL0179|LX|Boeing 707|ACTIVE
LX0182|AL0179|LX|Airbus A310|ACTIVE
LX0183|AL0179|LX|Airbus A350 XWB|ACTIVE
LX0184|AL0179|LX|Airbus A320|INACTIVE
LX0000|AL0180|LX|Airbus A380|ACTIVE
LX0001|AL0180|LX|Boeing 737|ACTIVE
LX0002|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0003|AL0180|LX|Boeing 757|ACTIVE
LX0004|AL0180|LX|Airbus A380|ACTIVE
LX0005|AL0180|LX|Boeing 747|ACTIVE
LX0006|AL0180|LX|Boeing 727|ACTIVE
LX0007|AL0180|LX|Airbus A318|ACTIVE
LX0008|AL0180|LX|Boeing 727|INACTIVE
LX0009|AL0180|LX|Boeing 737|ACTIVE
LX0010|AL0180|LX|Boeing 727|INACTIVE
LX0011|AL0180|LX|Boeing 727|INACTIVE
LX0012|AL0180|LX|Boeing 747|ACTIVE
LX0013|AL0180|LX|Boeing 747|INACTIVE
LX0014|AL0180|LX|Airbus A380|ACTIVE
LX0015|AL0180|LX|Boeing 757|ACTIVE
LX0016|AL0180|LX|Boeing 747|ACTIVE
LX0017|AL0180|LX|Boeing 787|ACTIVE
LX0018|AL0180|LX|Boeing 727|ACTIVE
LX0019|AL0180|LX|Boeing 727|ACTIVE
LX0020|AL0180|LX|Airbus A330|INACTIVE
LX0021|AL0180|LX|Boeing 787|ACTIVE
LX0022|AL0180|LX|Airbus A330|ACTIVE
LX0023|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0024|AL0180|LX|Boeing 757|ACTIVE
LX0025|AL0180|LX|Boeing 777|INACTIVE
LX0026|AL0180|LX|Airbus A321|ACTIVE
LX0027|AL0180|LX|Boeing 767|ACTIVE
LX0028|AL0180|LX|Boeing 787|ACTIVE
LX0029|AL0180|LX|Airbus A300|INACTIVE
LX0030|AL0180|LX|Airbus A310|ACTIVE
LX0031|AL0180|LX|Airbus A310|INACTIVE
LX0032|AL0180|LX|Airbus A330|INACTIVE
LX0033|AL0180|LX|Airbus A330|ACTIVE
LX0034|AL0180|LX|Boeing 727|INACTIVE
LX0035|AL0180|LX|Airbus A330|ACTIVE
LX0036|AL0180|LX|Airbus A310|ACTIVE
LX0037|AL0180|LX|Airbus A320|ACTIVE
LX0038|AL0180|LX|Airbus A300|ACTIVE
LX0039|AL0180|LX|Boeing 707|ACTIVE
LX0040|AL0180|LX|Boeing 717|INACTIVE
LX0041|AL0180|LX|Boeing 747|INACTIVE
LX0042|AL0180|LX|Boeing 727|ACTIVE
LX0043|AL0180|LX|Airbus A380|INACTIVE
LX0044|AL0180|LX|Airbus A310|INACTIVE
LX0045|AL0180|LX|Boeing 747|ACTIVE
LX0046|AL0180|LX|Boeing 717|INACTIVE
LX0047|AL0180|LX|Boeing 767|ACTIVE
LX0048|AL0180|LX|Airbus A340|ACTIVE
LX0049|AL0180|LX|Boeing 737|INACTIVE
LX0050|AL0180|LX|Boeing 727|ACTIVE
LX0051|AL0180|LX|Airbus A319|ACTIVE
LX0052|AL0180|LX|Boeing 717|INACTIVE
LX0053|AL0180|LX|Boeing 717|ACTIVE
LX0054|AL0180|LX|Boeing 717|ACTIVE
LX0055|AL0180|LX|Boeing 777|ACTIVE
LX0056|AL0180|LX|Boeing 777|INACTIVE
LX0057|AL0180|LX|Airbus A318|ACTIVE
LX0058|AL0180|LX|Boeing 747|ACTIVE
LX0059|AL0180|LX|Boeing 707|ACTIVE
LX0060|AL0180|LX|Boeing 787|ACTIVE
LX0061|AL0180|LX|Airbus A318|ACTIVE
LX0062|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0063|AL0180|LX|Airbus A318|ACTIVE
LX0064|AL0180|LX|Airbus A319|INACTIVE
LX0065|AL0180|LX|Airbus A300|ACTIVE
LX0066|AL0180|LX|Boeing 777|ACTIVE
LX0067|AL0180|LX|Boeing 767|INACTIVE
LX0068|AL0180|LX|Boeing 717|INACTIVE
LX0069|AL0180|LX|Airbus A330|ACTIVE
LX0070|AL0180|LX|Airbus A320|INACTIVE
LX0071|AL0180|LX|Boeing 757|ACTIVE
LX0072|AL0180|LX|Airbus A321|ACTIVE
LX0073|AL0180|LX|Boeing 707|INACTIVE
LX0074|AL0180|LX|Boeing 737|ACTIVE
LX0075|AL0180|LX|Airbus A380|ACTIVE
LX0076|AL0180|LX|Boeing 727|ACTIVE
LX0077|AL0180|LX|Boeing 747|ACTIVE
LX0078|AL0180|LX|Boeing 737|ACTIVE
LX0079|AL0180|LX|Airbus A318|ACTIVE
LX0080|AL0180|LX|Boeing 747|INACTIVE
LX0081|AL0180|LX|Airbus A319|ACTIVE
LX0082|AL0180|LX|Airbus A330|INACTIVE
LX0083|AL0180|LX|Boeing 727|ACTIVE
LX0084|AL0180|LX|Boeing 707|ACTIVE
LX0085|AL0180|LX|Airbus A340|ACTIVE
LX0086|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0087|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0088|AL0180|LX|Boeing 767|INACTIVE
LX0089|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0090|AL0180|LX|Airbus A310|ACTIVE
LX0091|AL0180|LX|Boeing 737|INACTIVE
LX0092|AL0180|LX|Airbus A340|INACTIVE
