airlineId|aircraftId|model|status
AL0207|OK0071|AirBus A340|ACTIVE
AL0207|OK0238|AirBus A310|ACTIVE
AL0207|OK0226|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0167|AirBus A380|ACTIVE
AL0207|OK0023|Boeing 707|ACTIVE
AL0207|OK0242|AirBus A321|ACTIVE
AL0207|OK0081|AirBus A321|ACTIVE
AL0207|OK0136|AirBus A220|ACTIVE
AL0207|OK0225|Boeing 707|ACTIVE
AL0207|OK0157|AirBus A319|ACTIVE
AL0207|OK0033|Boeing 757|ACTIVE
AL0207|OK0235|Boeing 737|ACTIVE
AL0207|OK0239|AirBus A321|ACTIVE
AL0207|OK0144|AirBus A330neo|ACTIVE
AL0207|OK0068|AirBus A220|ACTIVE
AL0207|OK0191|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0183|Boeing 757|ACTIVE
AL0207|OK0002|Boeing 717|ACTIVE
AL0207|OK0020|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0086|AirBus A310|ACTIVE
AL0207|OK0254|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0057|Boeing 737|ACTIVE
AL0207|OK0051|AirBus A380|ACTIVE
AL0207|OK0106|Boeing 757|ACTIVE
AL0207|OK0135|AirBus A320|ACTIVE
AL0207|OK0248|Boeing 747|ACTIVE
AL0207|OK0072|AirBus A320|ACTIVE
AL0207|OK0240|AirBus A220|ACTIVE
AL0207|OK0086|AirBus A350 XWB|ACTIVE
AL0207|OK0050|AirBus A330neo|ACTIVE
AL0207|OK0290|Boeing 727|ACTIVE
AL0207|OK0075|Boeing 777|ACTIVE
AL0207|OK0285|AirBus A319|ACTIVE
AL0207|OK0202|Boeing 717|ACTIVE
AL0207|OK0164|Boeing 757|ACTIVE
AL0207|OK0178|AirBus A220|ACTIVE
AL0207|OK0110|AirBus A319|ACTIVE
AL0207|OK0194|AirBus A350 XWB|ACTIVE
AL0207|OK0046|Boeing 717|ACTIVE
AL0207|OK0084|Boeing 747|ACTIVE
AL0207|OK0158|AirBus A340|ACTIVE
AL0207|OK0124|AirBus A380|ACTIVE
AL0207|OK0201|Boeing 717|ACTIVE
AL0207|OK0119|AirBus A310|ACTIVE
AL0207|OK0085|AirBus A220|ACTIVE
AL0207|OK0291|Boeing 767|ACTIVE
AL0207|OK0196|Boeing 717|ACTIVE
AL0207|OK0124|AirBus A321|ACTIVE
AL0207|OK0272|AirBus A321|ACTIVE
AL0207|OK0189|AirBus A319|ACTIVE
AL0207|OK0108|Boeing 777|ACTIVE
AL0207|OK0183|Boeing 737|ACTIVE
AL0207|OK0076|AirBus A330neo|ACTIVE
AL0207|OK0122|AirBus A340|ACTIVE
AL0207|OK0003|AirBus A330|ACTIVE
AL0207|OK0197|AirBus A320|ACTIVE
AL0207|OK0002|AirBus A350 XWB|ACTIVE
AL0207|OK0115|Boeing 727|ACTIVE
AL0207|OK0256|AirBus A321|ACTIVE
AL0207|OK0208|Boeing 747|ACTIVE
AL0207|OK0012|AirBus A330neo|ACTIVE
AL0207|OK0106|AirBus A330neo|ACTIVE
AL0207|OK0216|AirBus A340|ACTIVE
AL0207|OK0068|AirBus A310|ACTIVE
AL0207|OK0279|AirBus A330|ACTIVE
AL0207|OK0157|AirBus A220|ACTIVE
AL0207|OK0261|Boeing 747|ACTIVE
AL0207|OK0235|AirBus A330|ACTIVE
AL0207|OK0123|AirBus A321XLR|ACTIVE
AL0207|OK0114|Boeing 757|ACTIVE
AL0207|OK0114|Boeing 707|ACTIVE
AL0207|OK0010|Boeing 737|ACTIVE
AL0207|OK0027|Boeing 727|ACTIVE
AL0207|OK0209|Boeing 717|ACTIVE
AL0207|OK0196|Boeing 757|ACTIVE
AL0207|OK0064|AirBus A220|ACTIVE
AL0207|OK0145|AirBus A321XLR|ACTIVE
AL0207|OK0162|Boeing 707|ACTIVE
AL0207|OK0267|Boeing 737|ACTIVE
AL0207|OK0036|Boeing 777|ACTIVE
AL0207|OK0293|AirBus A350 XWB|ACTIVE
AL0207|OK0264|AirBus A321XLR|ACTIVE
AL0207|OK0202|AirBus A321|ACTIVE
AL0207|OK0074|AirBus A321|ACTIVE
AL0207|OK0123|AirBus A321XLR|ACTIVE
AL0207|OK0040|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0299|AirBus A321XLR|ACTIVE
AL0207|OK0082|AirBus A340|ACTIVE
AL0207|OK0099|AirBus A350 XWB|ACTIVE
AL0207|OK0154|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0028|AirBus A220|ACTIVE
AL0207|OK0047|AirBus A340|ACTIVE
AL0207|OK0003|Boeing 767|ACTIVE
AL0207|OK0090|Boeing 707|ACTIVE
AL0207|OK0098|Boeing 767|ACTIVE
AL0207|OK0084|AirBus A319|ACTIVE
AL0207|OK0296|AirBus A220|ACTIVE
AL0207|OK0010|Boeing 777|ACTIVE
AL0207|OK0027|AirBus A319|ACTIVE
AL0207|OK0255|AirBus A380|ACTIVE
AL0207|OK0155|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0096|Boeing 737|ACTIVE
AL0207|OK0285|AirBus A321XLR|ACTIVE
AL0207|OK0269|Boeing 717|ACTIVE
AL0207|OK0282|AirBus A321XLR|ACTIVE
AL0207|OK0238|AirBus A340|ACTIVE
AL0207|OK0100|AirBus A320|ACTIVE
AL0207|OK0011|AirBus A330neo|ACTIVE
AL0207|OK0165|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0149|Boeing 737|ACTIVE
AL0207|OK0165|AirBus A350 XWB|ACTIVE
AL0207|OK0141|Boeing 787 Dreamliner|ACTIVE
AL0207|OK0055|Boeing 737|ACTIVE
AL0207|OK0160|Boeing 727|ACTIVE
AL0207|OK0182|AirBus A321|ACTIVE
AL0207|OK0156|AirBus A380|ACTIVE
AL0208|TK0078|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0295|AirBus A330|ACTIVE
AL0208|TK0286|Boeing 757|ACTIVE
AL0208|TK0220|Boeing 757|ACTIVE
AL0208|TK0216|AirBus A319|ACTIVE
AL0208|TK0136|Boeing 727|ACTIVE
AL0208|TK0291|Boeing 757|ACTIVE
AL0208|TK0275|Boeing 707|ACTIVE
AL0208|TK0109|AirBus A350 XWB|ACTIVE
AL0208|TK0117|AirBus A321XLR|ACTIVE
AL0208|TK0167|Boeing 727|ACTIVE
AL0208|TK0211|Boeing 777|ACTIVE
AL0208|TK0037|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0084|AirBus A350 XWB|ACTIVE
AL0208|TK0282|Boeing 747|ACTIVE
AL0208|TK0193|AirBus A330neo|ACTIVE
AL0208|TK0272|AirBus A330|ACTIVE
AL0208|TK0092|Boeing 727|ACTIVE
AL0208|TK0018|AirBus A319|ACTIVE
AL0208|TK0270|Boeing 747|ACTIVE
AL0208|TK0171|AirBus A340|ACTIVE
AL0208|TK0122|Boeing 747|ACTIVE
AL0208|TK0199|AirBus A330|ACTIVE
AL0208|TK0154|AirBus A380|ACTIVE
AL0208|TK0126|AirBus A310|ACTIVE
AL0208|TK0145|AirBus A320|ACTIVE
AL0208|TK0211|Boeing 747|ACTIVE
AL0208|TK0161|Boeing 747|ACTIVE
AL0208|TK0117|AirBus A380|ACTIVE
AL0208|TK0213|AirBus A310|ACTIVE
AL0208|TK0199|AirBus A380|ACTIVE
AL0208|TK0221|AirBus A340|ACTIVE
AL0208|TK0168|AirBus A380|ACTIVE
AL0208|TK0019|Boeing 757|ACTIVE
AL0208|TK0024|Boeing 727|ACTIVE
AL0208|TK0070|AirBus A321XLR|ACTIVE
AL0208|TK0237|Boeing 707|ACTIVE
AL0208|TK0251|AirBus A321|ACTIVE
AL0208|TK0102|Boeing 747|ACTIVE
AL0208|TK0127|Boeing 777|ACTIVE
AL0208|TK0114|Boeing 747|ACTIVE
AL0208|TK0293|AirBus A319|ACTIVE
AL0208|TK0008|Boeing 717|ACTIVE
AL0208|TK0036|Boeing 737|ACTIVE
AL0208|TK0152|AirBus A330|ACTIVE
AL0208|TK0067|Boeing 737|ACTIVE
AL0208|TK0003|AirBus A220|ACTIVE
AL0208|TK0260|Boeing 747|ACTIVE
AL0208|TK0071|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0080|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0027|Boeing 717|ACTIVE
AL0208|TK0035|AirBus A321|ACTIVE
AL0208|TK0265|Boeing 737|ACTIVE
AL0208|TK0007|Boeing 717|ACTIVE
AL0208|TK0106|Boeing 717|ACTIVE
AL0208|TK0005|AirBus A330|ACTIVE
AL0208|TK0240|AirBus A319|ACTIVE
AL0208|TK0110|AirBus A380|ACTIVE
AL0208|TK0046|Boeing 747|ACTIVE
AL0208|TK0033|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0119|Boeing 747|ACTIVE
AL0208|TK0268|Boeing 767|ACTIVE
AL0208|TK0155|Boeing 747|ACTIVE
AL0208|TK0185|Boeing 777|ACTIVE
AL0208|TK0041|Boeing 767|ACTIVE
AL0208|TK0169|Boeing 717|ACTIVE
AL0208|TK0220|AirBus A340|ACTIVE
AL0208|TK0234|AirBus A340|ACTIVE
AL0208|TK0062|AirBus A321XLR|ACTIVE
AL0208|TK0092|Boeing 777|ACTIVE
AL0208|TK0170|Boeing 717|ACTIVE
AL0208|TK0113|AirBus A330|ACTIVE
AL0208|TK0181|Boeing 747|ACTIVE
AL0208|TK0152|AirBus A330|ACTIVE
AL0208|TK0177|Boeing 777|ACTIVE
AL0208|TK0119|Boeing 737|ACTIVE
AL0208|TK0232|Boeing 747|ACTIVE
AL0208|TK0213|AirBus A321|ACTIVE
AL0208|TK0174|AirBus A340|ACTIVE
AL0208|TK0162|AirBus A321|ACTIVE
AL0208|TK0248|Boeing 757|ACTIVE
AL0208|TK0201|Boeing 767|ACTIVE
AL0208|TK0292|Boeing 737|ACTIVE
AL0208|TK0141|Boeing 757|ACTIVE
AL0208|TK0153|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0225|Boeing 727|ACTIVE
AL0208|TK0015|AirBus A380|ACTIVE
AL0208|TK0111|Boeing 767|ACTIVE
AL0208|TK0049|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0242|AirBus A330|ACTIVE
AL0208|TK0118|AirBus A330neo|ACTIVE
AL0208|TK0004|Boeing 777|ACTIVE
AL0208|TK0185|Boeing 717|ACTIVE
AL0208|TK0289|Boeing 777|ACTIVE
AL0208|TK0053|AirBus A380|ACTIVE
AL0208|TK0191|AirBus A321|ACTIVE
AL0208|TK0168|AirBus A321XLR|ACTIVE
AL0208|TK0274|AirBus A310|ACTIVE
AL0208|TK0115|AirBus A220|ACTIVE
AL0208|TK0024|AirBus A330|ACTIVE
AL0208|TK0115|AirBus A321|ACTIVE
AL0208|TK0152|AirBus A310|ACTIVE
AL0208|TK0224|Boeing 747|ACTIVE
AL0208|TK0166|AirBus A330neo|ACTIVE
AL0208|TK0092|Boeing 717|ACTIVE
AL0208|TK0115|AirBus A330neo|ACTIVE
AL0208|TK0007|AirBus A319|ACTIVE
AL0208|TK0015|AirBus A380|ACTIVE
AL0208|TK0296|AirBus A220|ACTIVE
AL0208|TK0108|Boeing 787 Dreamliner|ACTIVE
AL0208|TK0022|Boeing 777|ACTIVE
AL0208|TK0183|Boeing 757|ACTIVE
AL0208|TK0110|Boeing 717|ACTIVE
AL0208|TK0244|AirBus A321XLR|ACTIVE
AL0208|TK0286|Boeing 747|ACTIVE
AL0208|TK0262|Boeing 777|ACTIVE
AL0208|TK0055|AirBus A321XLR|ACTIVE
AL0208|TK0168|Boeing 717|ACTIVE
AL0208|TK0282|Boeing 717|ACTIVE
AL0208|TK0258|Boeing 717|ACTIVE
AL0208|TK0158|Boeing 747|ACTIVE
AL0208|TK0218|AirBus A380|ACTIVE
AL0208|TK0037|AirBus A310|ACTIVE
AL0208|TK0246|Boeing 737|ACTIVE
AL0208|TK0049|Boeing 777|ACTIVE
AL0208|TK0171|Boeing 747|ACTIVE
AL0208|TK0139|Boeing 737|ACTIVE
AL0208|TK0276|Boeing 777|ACTIVE
AL0208|TK0226|Boeing 707|ACTIVE
AL0208|TK0153|AirBus A220|ACTIVE
AL0209|TK0130|Boeing 717|ACTIVE
AL0209|TK0271|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0057|AirBus A330neo|ACTIVE
AL0209|TK0183|Boeing 777|ACTIVE
AL0209|TK0135|AirBus A330|ACTIVE
AL0209|TK0209|AirBus A340|ACTIVE
AL0209|TK0074|AirBus A220|ACTIVE
AL0209|TK0227|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0185|Boeing 767|ACTIVE
AL0209|TK0006|AirBus A319|ACTIVE
AL0209|TK0186|Boeing 717|ACTIVE
AL0209|TK0220|Boeing 707|ACTIVE
AL0209|TK0142|Boeing 777|ACTIVE
AL0209|TK0286|AirBus A380|ACTIVE
AL0209|TK0130|Boeing 757|ACTIVE
AL0209|TK0260|AirBus A319|ACTIVE
AL0209|TK0017|AirBus A321XLR|ACTIVE
AL0209|TK0268|AirBus A319|ACTIVE
AL0209|TK0199|AirBus A340|ACTIVE
AL0209|TK0060|AirBus A330|ACTIVE
AL0209|TK0189|AirBus A310|ACTIVE
AL0209|TK0174|Boeing 717|ACTIVE
AL0209|TK0092|Boeing 707|ACTIVE
AL0209|TK0003|AirBus A330neo|ACTIVE
AL0209|TK0296|AirBus A350 XWB|ACTIVE
AL0209|TK0132|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0053|Boeing 757|ACTIVE
AL0209|TK0042|Boeing 717|ACTIVE
AL0209|TK0081|Boeing 767|ACTIVE
AL0209|TK0094|Boeing 727|ACTIVE
AL0209|TK0197|AirBus A320|ACTIVE
AL0209|TK0122|AirBus A310|ACTIVE
AL0209|TK0287|Boeing 717|ACTIVE
AL0209|TK0057|Boeing 767|ACTIVE
AL0209|TK0286|AirBus A320|ACTIVE
AL0209|TK0168|Boeing 737|ACTIVE
AL0209|TK0252|Boeing 757|ACTIVE
AL0209|TK0010|AirBus A321XLR|ACTIVE
AL0209|TK0096|AirBus A310|ACTIVE
AL0209|TK0084|Boeing 777|ACTIVE
AL0209|TK0284|AirBus A350 XWB|ACTIVE
AL0209|TK0054|AirBus A321XLR|ACTIVE
AL0209|TK0003|AirBus A320|ACTIVE
AL0209|TK0030|AirBus A330|ACTIVE
AL0209|TK0086|Boeing 707|ACTIVE
AL0209|TK0152|AirBus A310|ACTIVE
AL0209|TK0065|Boeing 737|ACTIVE
AL0209|TK0297|AirBus A330neo|ACTIVE
AL0209|TK0049|Boeing 727|ACTIVE
AL0209|TK0266|AirBus A320|ACTIVE
AL0209|TK0235|Boeing 777|ACTIVE
AL0209|TK0047|AirBus A320|ACTIVE
AL0209|TK0017|Boeing 777|ACTIVE
AL0209|TK0165|AirBus A350 XWB|ACTIVE
AL0209|TK0049|Boeing 767|ACTIVE
AL0209|TK0148|AirBus A310|ACTIVE
AL0209|TK0220|Boeing 777|ACTIVE
AL0209|TK0284|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0032|Boeing 767|ACTIVE
AL0209|TK0172|Boeing 737|ACTIVE
AL0209|TK0196|AirBus A380|ACTIVE
AL0209|TK0203|AirBus A321XLR|ACTIVE
AL0209|TK0040|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0035|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0177|Boeing 727|ACTIVE
AL0209|TK0217|AirBus A330neo|ACTIVE
AL0209|TK0006|Boeing 707|ACTIVE
AL0209|TK0291|Boeing 717|ACTIVE
AL0209|TK0247|AirBus A330|ACTIVE
AL0209|TK0283|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0086|AirBus A330neo|ACTIVE
AL0209|TK0200|Boeing 767|ACTIVE
AL0209|TK0000|AirBus A319|ACTIVE
AL0209|TK0222|AirBus A330neo|ACTIVE
AL0209|TK0007|Boeing 747|ACTIVE
AL0209|TK0136|AirBus A321|ACTIVE
AL0209|TK0036|Boeing 737|ACTIVE
AL0209|TK0217|Boeing 747|ACTIVE
AL0209|TK0135|AirBus A321|ACTIVE
AL0209|TK0204|AirBus A380|ACTIVE
AL0209|TK0002|AirBus A330|ACTIVE
AL0209|TK0036|Boeing 737|ACTIVE
AL0209|TK0065|Boeing 757|ACTIVE
AL0209|TK0218|Boeing 777|ACTIVE
AL0209|TK0211|Boeing 717|ACTIVE
AL0209|TK0103|Boeing 727|ACTIVE
AL0209|TK0104|Boeing 777|ACTIVE
AL0209|TK0067|Boeing 747|ACTIVE
AL0209|TK0252|Boeing 767|ACTIVE
AL0209|TK0258|AirBus A220|ACTIVE
AL0209|TK0140|AirBus A330|ACTIVE
AL0209|TK0195|AirBus A330neo|ACTIVE
AL0209|TK0287|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0141|Boeing 707|ACTIVE
AL0209|TK0067|AirBus A321XLR|ACTIVE
AL0209|TK0071|AirBus A321|ACTIVE
AL0209|TK0043|Boeing 717|ACTIVE
AL0209|TK0016|AirBus A310|ACTIVE
AL0209|TK0102|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0214|Boeing 727|ACTIVE
AL0209|TK0010|Boeing 757|ACTIVE
AL0209|TK0014|AirBus A350 XWB|ACTIVE
AL0209|TK0014|AirBus A321|ACTIVE
AL0209|TK0024|Boeing 777|ACTIVE
AL0209|TK0207|Boeing 757|ACTIVE
AL0209|TK0238|Boeing 707|ACTIVE
AL0209|TK0019|Boeing 757|ACTIVE
AL0209|TK0082|AirBus A321|ACTIVE
AL0209|TK0290|Boeing 767|ACTIVE
AL0209|TK0211|AirBus A380|ACTIVE
AL0209|TK0263|AirBus A310|ACTIVE
AL0209|TK0237|Boeing 777|ACTIVE
AL0209|TK0208|Boeing 717|ACTIVE
AL0209|TK0271|AirBus A319|ACTIVE
AL0209|TK0289|Boeing 717|ACTIVE
AL0209|TK0185|Boeing 707|ACTIVE
AL0209|TK0160|Boeing 757|ACTIVE
AL0209|TK0135|AirBus A330neo|ACTIVE
AL0209|TK0032|AirBus A220|ACTIVE
AL0209|TK0245|AirBus A350 XWB|ACTIVE
AL0209|TK0017|AirBus A321XLR|ACTIVE
AL0209|TK0286|AirBus A330neo|ACTIVE
AL0209|TK0017|AirBus A330neo|ACTIVE
AL0209|TK0221|Boeing 707|ACTIVE
AL0209|TK0153|Boeing 717|ACTIVE
AL0209|TK0247|Boeing 787 Dreamliner|ACTIVE
AL0209|TK0208|Boeing 777|ACTIVE
AL0209|TK0208|Boeing 747|ACTIVE
AL0209|TK0061|AirBus A321XLR|ACTIVE
AL0209|TK0135|Boeing 777|ACTIVE
AL0210|OY0087|AirBus A330|ACTIVE
AL0210|OY0174|AirBus A340|ACTIVE
AL0210|OY0151|AirBus A321XLR|ACTIVE
AL0210|OY0281|AirBus A350 XWB|ACTIVE
AL0210|OY0183|AirBus A330neo|ACTIVE
AL0210|OY0064|AirBus A330|ACTIVE
AL0210|OY0217|AirBus A310|ACTIVE
AL0210|OY0098|AirBus A310|ACTIVE
AL0210|OY0018|Boeing 727|ACTIVE
AL0210|OY0265|AirBus A330|ACTIVE
AL0210|OY0205|Boeing 707|ACTIVE
AL0210|OY0151|AirBus A321XLR|ACTIVE
AL0210|OY0126|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0227|AirBus A220|ACTIVE
AL0210|OY0277|Boeing 707|ACTIVE
AL0210|OY0255|AirBus A340|ACTIVE
AL0210|OY0031|AirBus A319|ACTIVE
AL0210|OY0083|Boeing 777|ACTIVE
AL0210|OY0287|Boeing 727|ACTIVE
AL0210|OY0185|AirBus A310|ACTIVE
AL0210|OY0244|Boeing 747|ACTIVE
AL0210|OY0181|Boeing 767|ACTIVE
AL0210|OY0009|Boeing 767|ACTIVE
AL0210|OY0190|Boeing 727|ACTIVE
AL0210|OY0272|AirBus A310|ACTIVE
AL0210|OY0119|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0227|AirBus A330|ACTIVE
AL0210|OY0155|Boeing 747|ACTIVE
AL0210|OY0105|AirBus A321XLR|ACTIVE
AL0210|OY0014|Boeing 757|ACTIVE
AL0210|OY0169|AirBus A340|ACTIVE
AL0210|OY0252|AirBus A350 XWB|ACTIVE
AL0210|OY0094|Boeing 777|ACTIVE
AL0210|OY0118|Boeing 717|ACTIVE
AL0210|OY0181|AirBus A321XLR|ACTIVE
AL0210|OY0091|AirBus A330neo|ACTIVE
AL0210|OY0093|AirBus A321XLR|ACTIVE
AL0210|OY0142|Boeing 757|ACTIVE
AL0210|OY0068|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0133|Boeing 767|ACTIVE
AL0210|OY0291|AirBus A220|ACTIVE
AL0210|OY0191|AirBus A320|ACTIVE
AL0210|OY0292|AirBus A380|ACTIVE
AL0210|OY0235|Boeing 747|ACTIVE
AL0210|OY0123|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0208|AirBus A320|ACTIVE
AL0210|OY0147|AirBus A340|ACTIVE
AL0210|OY0275|Boeing 777|ACTIVE
AL0210|OY0201|Boeing 757|ACTIVE
AL0210|OY0012|AirBus A319|ACTIVE
AL0210|OY0096|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0293|Boeing 767|ACTIVE
AL0210|OY0258|AirBus A321XLR|ACTIVE
AL0210|OY0029|Boeing 727|ACTIVE
AL0210|OY0127|AirBus A320|ACTIVE
AL0210|OY0240|Boeing 747|ACTIVE
AL0210|OY0153|Boeing 727|ACTIVE
AL0210|OY0117|Boeing 737|ACTIVE
AL0210|OY0019|Boeing 717|ACTIVE
AL0210|OY0044|Boeing 717|ACTIVE
AL0210|OY0233|AirBus A220|ACTIVE
AL0210|OY0104|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0153|Boeing 727|ACTIVE
AL0210|OY0016|AirBus A340|ACTIVE
AL0210|OY0181|Boeing 757|ACTIVE
AL0210|OY0020|AirBus A330|ACTIVE
AL0210|OY0086|Boeing 717|ACTIVE
AL0210|OY0044|AirBus A350 XWB|ACTIVE
AL0210|OY0143|Boeing 777|ACTIVE
AL0210|OY0266|Boeing 767|ACTIVE
AL0210|OY0030|AirBus A330|ACTIVE
AL0210|OY0176|AirBus A320|ACTIVE
AL0210|OY0220|Boeing 717|ACTIVE
AL0210|OY0218|Boeing 707|ACTIVE
AL0210|OY0005|AirBus A310|ACTIVE
AL0210|OY0243|Boeing 777|ACTIVE
AL0210|OY0230|Boeing 707|ACTIVE
AL0210|OY0145|AirBus A320|ACTIVE
AL0210|OY0052|Boeing 747|ACTIVE
AL0210|OY0043|AirBus A330neo|ACTIVE
AL0210|OY0123|Boeing 747|ACTIVE
AL0210|OY0081|Boeing 717|ACTIVE
AL0210|OY0286|AirBus A340|ACTIVE
AL0210|OY0130|AirBus A350 XWB|ACTIVE
AL0210|OY0156|AirBus A310|ACTIVE
AL0210|OY0048|AirBus A321|ACTIVE
AL0210|OY0132|Boeing 727|ACTIVE
AL0210|OY0111|Boeing 727|ACTIVE
AL0210|OY0124|Boeing 717|ACTIVE
AL0210|OY0202|Boeing 717|ACTIVE
AL0210|OY0046|AirBus A330neo|ACTIVE
AL0210|OY0039|AirBus A330neo|ACTIVE
AL0210|OY0224|Boeing 727|ACTIVE
AL0210|OY0016|AirBus A350 XWB|ACTIVE
AL0210|OY0287|Boeing 727|ACTIVE
AL0210|OY0182|AirBus A330|ACTIVE
AL0210|OY0221|Boeing 707|ACTIVE
AL0210|OY0285|AirBus A321|ACTIVE
AL0210|OY0053|AirBus A320|ACTIVE
AL0210|OY0257|Boeing 737|ACTIVE
AL0210|OY0215|AirBus A380|ACTIVE
AL0210|OY0077|Boeing 717|ACTIVE
AL0210|OY0038|Boeing 747|ACTIVE
AL0210|OY0140|Boeing 727|ACTIVE
AL0210|OY0034|Boeing 717|ACTIVE
AL0210|OY0067|AirBus A330neo|ACTIVE
AL0210|OY0142|AirBus A321XLR|ACTIVE
AL0210|OY0004|AirBus A319|ACTIVE
AL0210|OY0117|AirBus A319|ACTIVE
AL0210|OY0054|Boeing 777|ACTIVE
AL0210|OY0288|AirBus A350 XWB|ACTIVE
AL0210|OY0128|AirBus A340|ACTIVE
AL0210|OY0288|AirBus A340|ACTIVE
AL0210|OY0270|Boeing 777|ACTIVE
AL0210|OY0291|AirBus A330|ACTIVE
AL0210|OY0162|AirBus A321XLR|ACTIVE
AL0210|OY0155|AirBus A380|ACTIVE
AL0210|OY0161|Boeing 707|ACTIVE
AL0210|OY0256|Boeing 707|ACTIVE
AL0210|OY0121|AirBus A320|ACTIVE
AL0210|OY0231|Boeing 707|ACTIVE
AL0210|OY0231|AirBus A340|ACTIVE
AL0210|OY0084|AirBus A320|ACTIVE
AL0210|OY0267|Boeing 787 Dreamliner|ACTIVE
AL0210|OY0006|AirBus A330neo|ACTIVE
AL0210|OY0282|AirBus A321XLR|ACTIVE
AL0210|OY0243|AirBus A319|ACTIVE
AL0210|OY0148|Boeing 777|ACTIVE
AL0210|OY0031|AirBus A330|ACTIVE
AL0210|OY0199|AirBus A310|ACTIVE
AL0211|UT0128|AirBus A350 XWB|ACTIVE
AL0211|UT0133|Boeing 787 Dreamliner|ACTIVE
AL0211|UT0079|Boeing 737|ACTIVE
AL0211|UT0276|AirBus A330neo|ACTIVE
AL0211|UT0289|AirBus A320|ACTIVE
AL0211|UT0139|AirBus A321|ACTIVE
AL0211|UT0249|Boeing 737|ACTIVE
AL0211|UT0017|AirBus A321XLR|ACTIVE
AL0211|UT0033|Boeing 707|ACTIVE
AL0211|UT0041|Boeing 767|ACTIVE
AL0211|UT0013|AirBus A319|ACTIVE
AL0211|UT0271|AirBus A321|ACTIVE
AL0211|UT0105|Boeing 767|ACTIVE
AL0211|UT0133|AirBus A321|ACTIVE
AL0211|UT0131|AirBus A330|ACTIVE
AL0211|UT0203|AirBus A350 XWB|ACTIVE
AL0211|UT0025|Boeing 737|ACTIVE
AL0211|UT0114|AirBus A319|ACTIVE
AL0211|UT0064|Boeing 777|ACTIVE
AL0211|UT0109|AirBus A350 XWB|ACTIVE
AL0211|UT0201|AirBus A320|ACTIVE
AL0211|UT0202|Boeing 737|ACTIVE
AL0211|UT0191|Boeing 707|ACTIVE
AL0211|UT0185|AirBus A330neo|ACTIVE
AL0211|UT0085|Boeing 747|ACTIVE
AL0211|UT0249|Boeing 707|ACTIVE
AL0211|UT0045|Boeing 747|ACTIVE
AL0211|UT0266|Boeing 707|ACTIVE
AL0211|UT0189|Boeing 777|ACTIVE
AL0211|UT0275|Boeing 747|ACTIVE
AL0211|UT0293|Boeing 717|ACTIVE
AL0211|UT0165|Boeing 747|ACTIVE
AL0211|UT0202|Boeing 767|ACTIVE
AL0211|UT0263|AirBus A320|ACTIVE
AL0211|UT0142|Boeing 757|ACTIVE
AL0211|UT0160|Boeing 777|ACTIVE
AL0211|UT0272|Boeing 757|ACTIVE
AL0211|UT0154|AirBus A321|ACTIVE
AL0211|UT0221|Boeing 737|ACTIVE
AL0211|UT0253|Boeing 707|ACTIVE
AL0211|UT0045|AirBus A321XLR|ACTIVE
AL0211|UT0204|Boeing 727|ACTIVE
AL0211|UT0154|Boeing 747|ACTIVE
AL0211|UT0290|Boeing 787 Dreamliner|ACTIVE
AL0211|UT0060|Boeing 787 Dreamliner|ACTIVE
AL0211|UT0040|Boeing 757|ACTIVE
AL0211|UT0224|Boeing 747|ACTIVE
AL0211|UT0178|Boeing 717|ACTIVE
AL0211|UT0288|AirBus A330|ACTIVE
AL0211|UT0179|AirBus A310|ACTIVE
AL0211|UT0168|AirBus A380|ACTIVE
AL0211|UT0069|Boeing 777|ACTIVE
AL0211|UT0180|AirBus A330|ACTIVE
AL0211|UT0245|Boeing 707|ACTIVE
AL0211|UT0010|Boeing 747|ACTIVE
